info,room,url,allinfo,unitprice,price,communityName
"江宁,岔路口,举报","3室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101757782.html,"3室2厅1厨2卫,低楼层 (共6层),108.7㎡,平层,暂无数据,板楼,南 北,砖混结构,其他,一梯两户,暂无数据,70年,2017-09-24,商品房,2002-02-13,普通住宅,满五年,非共有,已上传房本照片",25759,,"碧水湾花园,地图"
"江宁,将军大道,举报","3室2厅,低楼层/共11层",https://nj.lianjia.com/ershoufang/103101164907.html,"3室2厅1厨1卫,低楼层 (共11层),98.57㎡,暂无数据,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,有,70年,2017-04-01,商品房,2008-03-01,普通住宅,满五年,共有,已上传房本照片",28102,,"翠屏清华园,地图"
"江宁,将军大道,举报","2室2厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103101481909.html,"2室2厅1厨1卫,中楼层 (共11层),90.68㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2017-07-07,商品房,2006-04-10,普通住宅,满五年,非共有,已上传房本照片",28452,,"挪威森林,地图"
"江宁,科学园,举报","2室2厅,低楼层/共13层",https://nj.lianjia.com/ershoufang/103101558067.html,"2室2厅1厨1卫,低楼层 (共13层),89.07㎡,暂无数据,72.02㎡,板塔结合,东南,钢混结构,其他,两梯四户,有,70年,2017-07-29,商品房,2012-05-18,普通住宅,满五年,共有,已上传房本照片",26497,,"天元瑞沨名苑,地图"
"江宁,将军大道,举报","4室2厅,高楼层/共9层",https://nj.lianjia.com/ershoufang/103101025017.html,"4室2厅1厨2卫,高楼层 (共9层),143.62㎡,暂无数据,126.72㎡,板楼,南 北,钢混结构,毛坯,一梯两户,有,70年,2017-02-25,商品房,2011-04-19,普通住宅,满五年,非共有,已上传房本照片",23674,,"爱涛翠湖花园,地图"
"鼓楼,龙江,举报","3室1厅,中楼层/共18层",https://nj.lianjia.com/ershoufang/103100971837.html,"3室1厅1厨2卫,中楼层 (共18层),121.43㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,70年,2017-02-11,商品房,2005-05-09,普通住宅,满五年,共有,已上传房本照片",41341,,"新城市假日,地图"
"江宁,百家湖,举报","3室2厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101161095.html,"3室2厅1厨2卫,中楼层 (共7层),121.58㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-03-31,商品房,2008-01-04,普通住宅,满五年,非共有,已上传房本照片",27143,,"百家湖西花园巴黎城,地图"
"建邺,湖西街,举报","2室2厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101190445.html,"2室2厅1厨1卫,中楼层 (共7层),79.51㎡,暂无数据,70.26㎡,板塔结合,西,砖混结构,精装,一梯两户,暂无数据,70年,2017-04-09,房改房,2010-09-03,普通住宅,满五年,非共有,已上传房本照片",29179,,"白鹭花园凤栖苑,地图"
"栖霞,马群,举报","2室2厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101116853.html,"2室2厅1厨1卫,中楼层 (共6层),79.62㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,暂无数据,70年,2017-03-20,商品房,2003-11-19,普通住宅,满五年,非共有,已上传房本照片",29892,,"天悦花园,地图"
"江宁,东山镇,举报","2室2厅,中楼层/共4层",https://nj.lianjia.com/ershoufang/103101800508.html,"2室2厅1厨2卫,中楼层 (共4层),53.96㎡,跃层,39.73㎡,板楼,南,钢混结构,精装,一梯十户,暂无数据,70年,2017-10-10,商品房,2010-09-16,普通住宅,满五年,共有,已上传房本照片",33173,,"天元吉第城,地图"
"江宁,科学园,举报","3室1厅,高楼层/共11层",https://nj.lianjia.com/ershoufang/103101716450.html,"3室1厅1厨2卫,高楼层 (共11层),46.01㎡,暂无数据,35.95㎡,塔楼,北,钢混结构,精装,一梯二十八户,有,70年,2017-09-12,商品房,2010-08-18,普通住宅,满五年,非共有,已上传房本照片",26516,,"尚景公寓,地图"
"玄武,北京东路,举报","3室1厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101812875.html,"3室1厅1厨1卫,低楼层 (共7层),87.88㎡,平层,77.46㎡,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017-10-14,商品房,1999-09-28,普通住宅,满五年,非共有,已上传房本照片",38690,,"月新公寓,地图"
"秦淮,来凤里,举报","3室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101803634.html,"3室1厅1厨1卫,中楼层 (共7层),63.44㎡,平层,暂无数据,板楼,南 北,钢结构,简装,一梯七户,暂无数据,70年,2017-10-11,房改房,2003-11-14,普通住宅,满五年,非共有,已上传房本照片",31211,,"双塘里,地图"
"玄武,樱驼花园,举报","2室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101264387.html,"2室1厅1厨1卫,高楼层 (共7层),69.66㎡,暂无数据,59.35㎡,板楼,南,钢混结构,简装,一梯两户,暂无数据,70年,2017-05-02,房改房,2008-10-20,普通住宅,满五年,非共有,已上传房本照片",23687,,"东方城启明园,地图"
"秦淮,五老村,举报","2室1厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101661739.html,"2室1厅1厨1卫,高楼层 (共6层),58.36㎡,暂无数据,50.84㎡,板楼,南,钢混结构,简装,一梯四户,暂无数据,70年,2017-08-27,房改房,2011-05-24,普通住宅,满五年,共有,已上传房本照片",28787,,"小杨村小区,地图"
"江宁,岔路口,举报","1室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101661600.html,"1室1厅1厨1卫,中楼层 (共7层),45.83㎡,暂无数据,37.46㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-08-27,商品房,2012-03-21,普通住宅,满五年,非共有,已上传房本照片",28803,,"南方花园B组团,地图"
"鼓楼,汉中门大街,举报","2室1厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101715809.html,"2室1厅1厨1卫,低楼层 (共6层),57.9㎡,暂无数据,56㎡,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017-09-12,商品房,2011-09-01,普通住宅,满五年,非共有,已上传房本照片",31952,,"莫愁新寓郁金里,地图"
"江宁,岔路口,举报","3室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101831960.html,"3室2厅1厨2卫,低楼层 (共6层),108.7㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,暂无数据,70年,2017-10-20,商品房,2004-11-03,普通住宅,满五年,非共有,已上传房本照片",24380,,"碧水湾花园,地图"
"秦淮,月牙湖,举报","3室2厅,高楼层/共10层",https://nj.lianjia.com/ershoufang/103101492509.html,"3室2厅1厨2卫,高楼层 (共10层),110.01㎡,暂无数据,94.03㎡,板楼,南 北,砖混结构,精装,一梯两户,有,70年,2017-07-10,商品房,2010-08-09,普通住宅,满五年,共有,已上传房本照片",31361,,"鸿意星城,地图"
"鼓楼,宁海路,举报","3室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101824286.html,"3室1厅1厨1卫,中楼层 (共7层),73.99㎡,平层,65㎡,板塔结合,东,钢混结构,简装,一梯三户,有,70年,2017-10-17,房改房,2004-04-26,普通住宅,满五年,非共有,已上传房本照片",37843,,"南阴阳营,地图"
"鼓楼,汉中门大街,举报","3室1厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101820030.html,"3室1厅1厨1卫,中楼层 (共6层),68.69㎡,平层,59.04㎡,板楼,南 北,砖混结构,简装,一梯六户,暂无数据,70年,2017-10-16,房改房,1999-07-19,普通住宅,满五年,非共有,已上传房本照片",37124,,"凤凰庄,地图"
"栖霞,晓庄,举报","1室1厅,低楼层/共11层",https://nj.lianjia.com/ershoufang/103101755775.html,"1室1厅1厨1卫,低楼层 (共11层),58.62㎡,暂无数据,47.48㎡,板楼,南 北,钢混结构,简装,一梯两户,有,70年,2017-09-24,商品房,2010-07-05,普通住宅,满五年,共有,已上传房本照片",26442,,"大地伊丽雅特湾,地图"
"江宁,岔路口,举报","3室2厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103101775634.html,"3室2厅1厨2卫,中楼层 (共11层),125.2㎡,平层,120㎡,板楼,南,砖混结构,精装,一梯两户,有,70年,2017-09-30,商品房,2007-10-02,普通住宅,满五年,共有,已上传房本照片",27157,,"名嘉佳园小区,地图"
"雨花台,雨花新村,举报","2室1厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101577157.html,"2室1厅1厨1卫,中楼层 (共6层),46.2㎡,暂无数据,39.29㎡,板楼,南 北,钢混结构,精装,一梯三户,暂无数据,70年,2017-08-04,房改房,2012-06-26,普通住宅,满五年,共有,已上传房本照片",27273,,"雨花新村四村,地图"
"建邺,茶南,举报","2室1厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101371866.html,"2室1厅1厨1卫,中楼层 (共6层),49.6㎡,暂无数据,43.23㎡,板楼,南 北,砖混结构,简装,一梯四户,暂无数据,70年,2017-06-03,动迁安置房,2012-08-03,普通住宅,满五年,非共有,已上传房本照片",29234,,"明园,地图"
"秦淮,来凤里,举报","2室1厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101043511.html,"2室1厅1厨1卫,中楼层 (共6层),51.18㎡,平层,50㎡,板楼,南 北,钢结构,简装,一梯两户,暂无数据,70年,2017-03-02,房改房,2001-08-26,普通住宅,满五年,非共有,已上传房本照片",28332,,"双塘里,地图"
"江宁,麒麟镇,举报","6室2厅,高楼层/共6层",https://nj.lianjia.com/ershoufang/103101316048.html,"6室2厅1厨2卫,高楼层 (共6层),130.44㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-05-17,商品房,2010-10-27,普通住宅,满五年,共有,已上传房本照片",17250,,"东郊小镇第四街区,地图"
"秦淮,瑞金路,举报","3室1厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101800526.html,"3室1厅1厨1卫,低楼层 (共6层),73.23㎡,平层,63.3㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-10-10,房改房,2009-10-09,普通住宅,满五年,非共有,已上传房本照片",43016,,"瑞金北村,地图"
"建邺,南苑,举报","2室1厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103101817842.html,"2室1厅1厨1卫,低楼层 (共6层),52.74㎡,平层,44.66㎡,板楼,南 北,砖混结构,其他,一梯两户,暂无数据,70年,2017-10-15,房改房,2003-03-24,普通住宅,满五年,非共有,已上传房本照片",32234,,"贡园,地图"
"江宁,百家湖,举报","4室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103100868364.html,"4室2厅1厨2卫,低楼层 (共6层),166.28㎡,平层,暂无数据,板塔结合,南 北,砖混结构,精装,一梯两户,暂无数据,70年,2016-12-27,商品房,2006-03-13,普通住宅,满五年,共有,已上传房本照片",28266,,"21世纪现代城,地图"
"秦淮,月牙湖,举报","2室2厅,中楼层/共9层",https://nj.lianjia.com/ershoufang/103101105397.html,"2室2厅1厨1卫,中楼层 (共9层),84.45㎡,平层,70.74㎡,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2017-03-17,商品房,2008-08-06,普通住宅,满五年,非共有,已上传房本照片",27828,,"万达紫金明珠,地图"
"鼓楼,龙江,举报","3室2厅,高楼层/共32层",https://nj.lianjia.com/ershoufang/103100843795.html,"3室2厅1厨1卫,高楼层 (共32层),108.03㎡,平层,94.03㎡,塔楼,南,钢混结构,简装,三梯八户,有,70年,2016-12-19,房改房,2000-10-15,普通住宅,满五年,非共有,已上传房本照片",34713,,"月光广场,地图"
"鼓楼,龙江,举报","3室2厅,中楼层/共12层",https://nj.lianjia.com/ershoufang/103101104935.html,"3室2厅1厨2卫,中楼层 (共12层),125.7㎡,平层,暂无数据,塔楼,南 西 北,钢混结构,简装,两梯两户,有,70年,2017-03-17,商品房,2003-07-25,普通住宅,满五年,共有,已上传房本照片",32459,,"正泰花苑,地图"
"江宁,百家湖,举报","2室2厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103101764935.html,"2室2厅1厨1卫,中楼层 (共11层),87.39㎡,暂无数据,70.46㎡,板楼,南,钢混结构,精装,一梯两户,有,70年,2017-09-27,商品房,2011-02-22,普通住宅,满五年,共有,已上传房本照片",29180,,"亚都天元居,地图"
"建邺,应天西路,举报","3室2厅,高楼层/共11层",https://nj.lianjia.com/ershoufang/103100733155.html,"3室2厅1厨1卫,高楼层 (共11层),112.16㎡,平层,暂无数据,板塔结合,西南 北,钢混结构,简装,一梯两户,有,70年,2016-11-12,商品房,2005-03-01,普通住宅,满五年,共有,已上传房本照片",32811,,"江南名府,地图"
"江宁,将军大道,举报","2室2厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103101333447.html,"2室2厅1厨1卫,中楼层 (共11层),77.24㎡,暂无数据,66.01㎡,板楼,南 北,钢混结构,简装,一梯四户,有,70年,2017-05-22,商品房,2011-05-12,普通住宅,满五年,共有,已上传房本照片",25246,,"丹佛小镇,地图"
"浦口,桥北,举报","3室2厅,低楼层/共9层",https://nj.lianjia.com/ershoufang/103100905001.html,"3室2厅1厨1卫,低楼层 (共9层),100.04㎡,暂无数据,83.48㎡,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2017-01-08,商品房,2009-03-10,普通住宅,满五年,共有,已上传房本照片",19393,,"江岸水城,地图"
"鼓楼,宁海路,举报","3室2厅,中楼层/共5层",https://nj.lianjia.com/ershoufang/103101511575.html,"3室2厅1厨1卫,中楼层 (共5层),85.38㎡,暂无数据,75.27㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-07-16,房改房,2009-12-18,普通住宅,满五年,共有,已上传房本照片",46616,,"虎踞关43号,地图"
"浦口,桥北,举报","3室2厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103101614448.html,"3室2厅1厨1卫,中楼层 (共11层),120.87㎡,暂无数据,102.67㎡,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2017-08-14,商品房,2012-09-29,普通住宅,满五年,非共有,已上传房本照片",17788,,"江岸水城,地图"
"秦淮,升州路,举报","2室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101770328.html,"2室1厅1厨1卫,高楼层 (共7层),46.33㎡,平层,39.51㎡,板楼,南 北,砖混结构,简装,一梯三户,有,70年,2017-09-29,房改房,1997-07-17,普通住宅,满五年,非共有,已上传房本照片",35830,,"王府园小区,地图"
"江宁,麒麟镇,举报","4室2厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103101289293.html,"4室2厅1厨2卫,中楼层 (共11层),136.09㎡,暂无数据,119.9㎡,板塔结合,南 北,钢混结构,精装,一梯两户,有,70年,2017-05-09,商品房,2009-12-18,普通住宅,满五年,非共有,已上传房本照片",16534,,"华汇康城,地图"
"浦口,桥北,举报","2室2厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101781007.html,"2室2厅1厨1卫,中楼层 (共6层),93.17㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017-10-03,商品房,2008-11-21,普通住宅,满五年,非共有,已上传房本照片",20179,,"天润城第六街区,地图"
"秦淮,长乐路,举报","2室1厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103101798691.html,"2室1厅1厨1卫,中楼层 (共11层),88.73㎡,平层,74.35㎡,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2017-10-10,商品房,2004-10-13,普通住宅,满五年,共有,已上传房本照片",45757,,"宏图上花园,地图"
"建邺,茶南,举报","2室1厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101799861.html,"2室1厅1厨1卫,中楼层 (共6层),49.94㎡,平层,43.86㎡,板楼,南 北,钢混结构,简装,一梯四户,暂无数据,70年,2017-10-10,商品房,2007-12-26,普通住宅,满五年,非共有,已上传房本照片",31638,,"露园,地图"
"浦口,桥北,举报","3室2厅,高楼层/共11层",https://nj.lianjia.com/ershoufang/103101705870.html,"3室2厅1厨2卫,高楼层 (共11层),110.51㎡,平层,91.98㎡,板塔结合,南 北,钢混结构,精装,一梯两户,有,70年,2017-09-09,商品房,2009-05-31,普通住宅,满五年,共有,已上传房本照片",19908,,"江岸水城,地图"
"玄武,丹凤街,举报","2室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101782492.html,"2室1厅1厨1卫,中楼层 (共7层),50.53㎡,平层,43.18㎡,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017-10-04,房改房,2000-10-21,普通住宅,满五年,非共有,已上传房本照片",32654,,"石婆婆巷,地图"
"建邺,应天西路,举报","2室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103100668468.html,"2室1厅1厨1卫,中楼层 (共7层),61.82㎡,平层,53.66㎡,板楼,南 北,砖混结构,精装,一梯两户,暂无数据,70年,2016-10-21,房改房,2009-12-22,普通住宅,满五年,共有,已上传房本照片",29603,,"虹苑新寓二村,地图"
"建邺,南苑,举报","2室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101373048.html,"2室1厅1厨1卫,中楼层 (共7层),63.79㎡,暂无数据,55.94㎡,板楼,南 北,钢混结构,毛坯,一梯两户,暂无数据,70年,2017-06-03,房改房,2010-02-22,普通住宅,满五年,非共有,已上传房本照片",27434,,"晔园,地图"
"江宁,岔路口,举报","2室2厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101152951.html,"2室2厅1厨1卫,低楼层 (共7层),90.02㎡,平层,80.02㎡,塔楼,南 北,钢混结构,简装,一梯两户,有,70年,2017-03-29,商品房,2010-08-20,普通住宅,满五年,非共有,已上传房本照片",26883,,"南方花园枫彩园,地图"
"江宁,将军大道,举报","4室3厅,高楼层/共11层",https://nj.lianjia.com/ershoufang/103101244460.html,"4室3厅1厨2卫,高楼层 (共11层),188.89㎡,暂无数据,163.8㎡,板塔结合,南 北,钢混结构,精装,一梯三户,有,70年,2017-04-25,商品房,2011-10-04,普通住宅,满五年,共有,已上传房本照片",18265,,"江南青年城蓝水苑,地图"
"鼓楼,龙江,举报","2室2厅,低楼层/共17层",https://nj.lianjia.com/ershoufang/103100613575.html,"2室2厅1厨1卫,低楼层 (共17层),97.04㎡,平层,76.75㎡,板楼,南,钢混结构,精装,两梯四户,有,70年,2016-10-05,商品房,2010-10-09,普通住宅,满五年,共有,已上传房本照片",47610,,"西城岚湾花苑,地图"
"鼓楼,草场门大街,举报","5室2厅,下叠别墅/共4层",https://nj.lianjia.com/ershoufang/103101164368.html,"5室2厅1厨3卫,低楼层 (共4层),239.76㎡,215.99㎡,南,钢混结构,毛坯,叠拼,70年,2017-04-01,商品房,2008-09-01,别墅,满五年,非共有,已上传房本照片",53387,,"海德卫城,地图"
"建邺,茶南,举报","2室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101797450.html,"2室1厅1厨1卫,中楼层 (共7层),50.03㎡,平层,7.49㎡,板楼,南,砖混结构,精装,一梯三户,暂无数据,70年,2017-10-09,动迁安置房,2005-10-25,普通住宅,满五年,非共有,已上传房本照片",31582,,"明园,地图"
"浦口,桥北,举报","3室2厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103101542878.html,"3室2厅1厨1卫,中楼层 (共11层),88.6㎡,暂无数据,73.22㎡,板塔结合,南 北,钢混结构,简装,一梯两户,有,70年,2017-07-25,商品房,2012-06-11,普通住宅,满五年,非共有,已上传房本照片",22235,,"天润城第十一街区,地图"
"玄武,珠江路,举报","3室1厅,高楼层/共5层",https://nj.lianjia.com/ershoufang/103100980310.html,"3室1厅1厨1卫,高楼层 (共5层),80.56㎡,平层,暂无数据,板楼,东 南 北,砖混结构,简装,一梯两户,暂无数据,70年,2017-02-13,房改房,1999-09-03,普通住宅,满五年,非共有,已上传房本照片",44688,,"沙塘园17号,地图"
"建邺,南苑,举报","2室2厅,高楼层/共22层",https://nj.lianjia.com/ershoufang/103101808957.html,"2室2厅1厨1卫,高楼层 (共22层),93.67㎡,平层,74.6㎡,板楼,南,钢混结构,其他,两梯四户,有,70年,2017-10-12,商品房,2006-10-27,普通住宅,满五年,共有,已上传房本照片",32882,,"香缇丽舍,地图"
"江宁,将军大道,举报","3室2厅,低楼层/共6层",https://nj.lianjia.com/ershoufang/103100805317.html,"3室2厅1厨2卫,低楼层 (共6层),147.24㎡,跃层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2016-12-07,商品房,2008-09-06,普通住宅,满五年,非共有,已上传房本照片",23771,,"翠屏国际水杉苑,地图"
"江宁,百家湖,举报","2室2厅,中楼层/共17层",https://nj.lianjia.com/ershoufang/103101336020.html,"2室2厅1厨1卫,中楼层 (共17层),82.15㎡,平层,66.93㎡,塔楼,南,钢混结构,精装,两梯八户,有,70年,2017-05-23,商品房,2011-04-07,普通住宅,满五年,共有,已上传房本照片",27268,,"百家湖国际花园,地图"
"秦淮,来凤里,举报","2室1厅,高楼层/共8层",https://nj.lianjia.com/ershoufang/103101816585.html,"2室1厅1厨1卫,高楼层 (共8层),54.23㎡,暂无数据,46.17㎡,板楼,东南,钢结构,精装,一梯三户,暂无数据,70年,2017-10-15,房改房,2011-11-04,普通住宅,满五年,共有,已上传房本照片",25448,,"来凤里,地图"
"浦口,桥北,举报","3室2厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103101802274.html,"3室2厅1厨2卫,中楼层 (共11层),130.48㎡,平层,112.87㎡,塔楼,南 北,钢混结构,简装,一梯两户,有,70年,2017-10-11,商品房,2010-04-30,普通住宅,满五年,共有,已上传房本照片",23759,,"明发滨江新城三期,地图"
"秦淮,五老村,举报","3室1厅,高楼层/共7层",https://nj.lianjia.com/ershoufang/103101796248.html,"3室1厅1厨1卫,高楼层 (共7层),67.73㎡,平层,58.26㎡,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2017-10-09,房改房,2008-11-24,普通住宅,满五年,非共有,已上传房本照片",31006,,"东白菜园,地图"
"秦淮,来凤里,举报","4室2厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101787899.html,"4室2厅1厨2卫,低楼层 (共7层),91.58㎡,平层,78.4㎡,板楼,南 北,砖混结构,其他,一梯两户,暂无数据,70年,2017-10-07,动迁安置房,2003-06-11,普通住宅,满五年,非共有,已上传房本照片",34943,,"集庆路,地图"
"建邺,南苑,举报","2室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101730412.html,"2室1厅1厨1卫,中楼层 (共7层),60.84㎡,暂无数据,53.89㎡,板楼,南 北,砖混结构,简装,一梯三户,暂无数据,70年,2017-09-16,房改房,2002-05-24,普通住宅,满五年,非共有,已上传房本照片",28764,,"贡园,地图"
"江宁,百家湖,举报","3室2厅,中楼层/共5层",https://nj.lianjia.com/ershoufang/103101778656.html,"3室2厅1厨1卫,中楼层 (共5层),94.2㎡,平层,85㎡,板楼,南 北,钢混结构,毛坯,一梯两户,暂无数据,70年,2017-10-02,商品房,2010-10-01,普通住宅,满五年,非共有,已上传房本照片",26327,,"金轮第一城,地图"
"玄武,长江路,举报","2室1厅,中楼层/共24层",https://nj.lianjia.com/ershoufang/103101555506.html,"2室1厅1厨1卫,中楼层 (共24层),79.69㎡,暂无数据,53.46㎡,塔楼,东南,钢混结构,毛坯,三梯十户,有,70年,2017-07-29,经济适用房,2001-05-22,普通住宅,满五年,共有,已上传房本照片",27357,,"北门桥小区,地图"
"浦口,桥北,举报","2室2厅,高楼层/共5层",https://nj.lianjia.com/ershoufang/103101758968.html,"2室2厅1厨1卫,高楼层 (共5层),84.7㎡,暂无数据,71.96㎡,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,70年,2017-09-25,商品房,2012-07-30,普通住宅,满五年,非共有,已上传房本照片",22433,,"威尼斯水城第十街区,地图"
"栖霞,马群,举报","3室2厅,低楼层/共15层",https://nj.lianjia.com/ershoufang/103100826813.html,"3室2厅1厨2卫,低楼层 (共15层),123.78㎡,暂无数据,97.55㎡,板塔结合,南 北,钢混结构,精装,两梯两户,有,70年,2016-12-14,商品房,2012-02-21,普通住宅,满五年,非共有,已上传房本照片",30539,,"钟山晶典苑,地图"
"建邺,奥体,举报","3室2厅,高楼层/共18层",https://nj.lianjia.com/ershoufang/103101033346.html,"3室2厅1厨1卫,高楼层 (共18层),120.64㎡,复式,95.05㎡,板楼,西南,钢混结构,精装,两梯四户,有,70年,2017-02-27,商品房,2010-09-26,普通住宅,满五年,共有,已上传房本照片",30670,,"中和园,地图"
"玄武,卫岗,举报","3室2厅,中楼层/共11层",https://nj.lianjia.com/ershoufang/103100858017.html,"3室2厅1厨2卫,中楼层 (共11层),131.96㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,70年,2016-12-23,商品房,2006-06-17,普通住宅,满五年,非共有,已上传房本照片",29176,,"鸿信清新家园,地图"
"鼓楼,宁海路,举报","2室1厅,高楼层/共4层",https://nj.lianjia.com/ershoufang/103101835960.html,"2室1厅1厨1卫,高楼层 (共4层),66.38㎡,平层,58.92㎡,板楼,南 北,砖混结构,简装,一梯三户,暂无数据,70年,2017-10-21,房改房,2000-12-20,普通住宅,满五年,非共有,已上传房本照片",39922,,"南秀村7号,地图"
"秦淮,秦虹,举报","3室2厅,高楼层/共18层",https://nj.lianjia.com/ershoufang/103101748589.html,"3室2厅1厨2卫,高楼层 (共18层),155.54㎡,平层,145.62㎡,板楼,南 北,钢混结构,简装,两梯两户,有,70年,2017-09-22,房改房,2005-12-31,普通住宅,满五年,非共有,已上传房本照片",35233,,"枫丹白露白露新寓,地图"
"鼓楼,宁海路,举报","2室1厅,低楼层/共8层",https://nj.lianjia.com/ershoufang/103101716411.html,"2室1厅1厨1卫,低楼层 (共8层),49.49㎡,暂无数据,45㎡,板塔结合,南 北,钢混结构,简装,一梯两户,有,70年,2017-09-12,房改房,2009-02-23,普通住宅,满五年,共有,已上传房本照片",90928,,"山阴路,地图"
"秦淮,洪家园,举报","1室1厅,中楼层/共7层",https://nj.lianjia.com/ershoufang/103101790827.html,"1室1厅1厨1卫,中楼层 (共7层),42.43㎡,平层,36.25㎡,板楼,南,钢混结构,精装,一梯两户,暂无数据,70年,2017-10-07,商品房,2009-07-29,普通住宅,满五年,非共有,已上传房本照片",29461,,"康业里,地图"
"浦口,桥北,举报","2室2厅,高楼层/共18层",https://nj.lianjia.com/ershoufang/103101819894.html,"2室2厅1厨1卫,高楼层 (共18层),68.41㎡,平层,54.31㎡,板塔结合,南,钢混结构,精装,两梯六户,有,70年,2017-10-16,商品房,2012-04-26,普通住宅,满五年,共有,已上传房本照片",24558,,"天润城第十二街区,地图"
"秦淮,朝天宫,举报","2室1厅,低楼层/共7层",https://nj.lianjia.com/ershoufang/103101829886.html,"2室1厅1厨1卫,低楼层 (共7层),47.91㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,暂无数据,70年,2017-10-19,房改房,2000-07-17,普通住宅,满五年,非共有,已上传房本照片",30892,,"黄鹂新村,地图"
"江宁,岔路口,举报","3室2厅,中楼层/共6层",https://nj.lianjia.com/ershoufang/103101802739.html,"3室2厅1厨2卫,中楼层 (共6层),122.89㎡,错层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,暂无数据,70年,2017-10-11,商品房,2006-06-13,普通住宅,满五年,共有,已上传房本照片",24006,,"天地新城天权座,地图"
"浦口,桥北,举报","3室1厅,中楼层/共18层",https://nj.lianjia.com/ershoufang/103101816812.html,"3室1厅1厨2卫,中楼层 (共18层),124.4㎡,平层,100.23㎡,板楼,南 北,钢混结构,精装,两梯两户,有,70年,2017-10-15,商品房,2010-03-17,普通住宅,满五年,共有,已上传房本照片",22107,,"天润城第十街区,地图"
